Location,Bedroom,Total-Sqft,Bathroom,Price,Condition
Marfa,2,1300,2,225000.00,Normal
Marion,2,1400,2,366202.50,Normal
Marlin,2,1500,2,225000.00,good
Marquez,2,1100,2,225000.00,good
Marshall,2,1200,2,225000.00,good
Mart,2,1300,2,444183.00,good
Martindale,2,1400,2,225000.00,good
Mason,2,1500,2,150000.00,good
Mathis,2,1100,2,225000.00,good
Maud,2,1200,2,225000.00,good
Maypearl,2,1300,2,225000.00,good
McAllen,2,1400,2,225000.00,good
McCamey,2,1500,2,225000.00,good
McGregor,2,1100,2,225000.00,good
McKinney,2,1200,2,225000.00,good
McLendon-Chisholm,2,1300,2,225000.00,good
Meadowlakes,2,1400,2,225000.00,good
Meadows Place,2,1500,2,225000.00,good
Melissa,2,1100,2,225000.00,good
Memphis,2,1200,2,225000.00,good
Menard,2,1300,2,225000.00,good
Mercedes,2,1400,2,225000.00,good
Meridian,2,1500,2,225000.00,good
Mertzon,2,1100,2,509794.50,good
Mesquite,2,1200,2,225000.00,good
Mexia,2,1300,2,225000.00,good
Miami,2,1400,2,225000.00,good
Midland,2,1500,2,450000.00,good
Midlothian,2,1100,2,225000.00,good
Midway,2,1200,2,450000.00,good
Milano,2,1300,2,225000.00,good
Miles,2,1400,2,225000.00,good
Mineola,2,1500,2,225000.00,good
Mineral Wells,2,1100,2,225000.00,good
Mingus,2,1200,2,225000.00,good
Mission,2,1300,2,225000.00,good
Missouri City,2,1400,2,225000.00,good
Mobeetie,2,1500,2,225000.00,good
Mobile City,2,1100,2,225000.00,good
Monahans,2,1200,2,225000.00,good
Mont Belvieu,2,1300,2,225000.00,good
Montgomery,2,1400,2,225000.00,good
Moody,2,1500,2,225000.00,good
Moore Station,2,1100,2,225000.00,good
Moran,2,1200,2,441987.00,good
Morgan,2,1300,2,225000.00,good
Morgan's Point,2,1400,2,225000.00,good
Morgan's Point Resort,2,1500,2,150000.00,good
Morton,2,1100,2,225000.00,good
Mount Calm,2,1200,2,150000.00,Normal
Mount Enterprise,2,1300,2,225000.00,Normal
Mount Pleasant,2,1400,2,225000.00,old
Mountain City,2,1500,2,225000.00,good
Muenster,2,1100,2,225000.00,good
Muleshoe,2,1200,2,225000.00,old
Munday,2,1300,2,225000.00,Normal
Murchison,2,1400,2,225000.00,Normal
Murphy,2,1500,2,225000.00,good
Mustang Ridge,2,1100,2,225000.00,good
Nacogdoches,2,1200,2,225000.00,good
Naples,2,1300,2,150000.00,good
Nash,2,1400,2,225000.00,good
Nassau Bay,2,1500,2,225000.00,good
Natalia,2,1100,2,225000.00,good
Navasota,2,1200,2,150000.00,good
Nazareth,2,1300,2,225000.00,good
Nederland,2,1400,2,150000.00,good
Needville,2,1500,2,225000.00,good
Nevada,2,1100,2,225000.00,good
New Berlin,2,1200,2,225000.00,good
New Boston,2,1300,2,225000.00,good
New Braunfels,2,1400,2,225000.00,good
New Chapel Hill,2,1500,2,450000.00,good
New Fairview,2,1100,2,150000.00,good
New Home,2,1200,2,150000.00,good
New London,2,1300,2,450000.00,good
New Summerfield,2,1400,2,150000.00,good
New Waverly,2,1500,2,150000.00,good
Newark,2,1100,2,150000.00,good
Newcastle,2,1200,2,225000.00,good
Newton,2,1300,2,98880.00,good
Niederwald,2,1400,2,225000.00,good
Nixon,2,1500,2,225000.00,good
Nocona,2,1100,2,225000.00,good
Nolanville,2,1200,2,150000.00,good
Nome,2,1300,2,225000.00,good
Noonday,2,1400,2,225000.00,good
Nordheim,2,1500,2,225000.00,good
North Cleveland,2,1100,2,225000.00,good
North Richland Hills,2,1200,2,225000.00,good
Novice,2,1300,2,150000.00,good
O'Brien,2,1400,2,225000.00,good
O'Donnell,2,1500,2,225000.00,good
Oak Leaf,2,1100,2,150000.00,good
Oak Point,2,1200,2,300000.00,good
Oak Ridge North,2,1300,2,225000.00,good
Odem,2,1400,2,150000.00,good
Odessa,2,1500,2,225000.00,good
Oglesby,2,1100,2,150000.00,good
Old River-Winfree,2,1200,2,225000.00,good
Olmos Park,2,1300,2,225000.00,good
Olney,2,1400,2,225000.00,good
Olton,2,1500,2,150000.00,good
Omaha,2,1100,2,300000.00,good
Onalaska,2,1200,2,150000.00,Normal
Orange,2,1300,2,300000.00,Normal
Orange Grove,2,1400,2,150000.00,old
Orchard,2,1500,2,300000.00,good
Ore City,2,1100,2,225000.00,good
Overton,2,1200,2,150000.00,old
Ovilla,2,1300,2,150000.00,Normal
Oyster Creek,2,1400,2,225000.00,Normal
Palacios,2,1500,2,300000.00,good
Palestine,2,1100,2,150000.00,good
Palm Valley,2,1200,2,150000.00,good
Palmhurst,2,1300,2,150000.00,good
Palmview,2,1400,2,225000.00,good
Pampa,2,1500,2,225000.00,good
Panorama Village,2,1100,2,150000.00,good
Paradise,2,1200,2,225000.00,good
Paris,2,1300,2,300000.00,good
Parker,2,1400,2,150000.00,good
Pasadena,2,1500,2,150000.00,good
Pattison,2,1100,2,225000.00,good
Patton Village,2,1200,2,225000.00,good
Pearland,2,1300,2,225000.00,good
Pearsall,2,1400,2,300000.00,good
Pecan Gap,2,1500,2,150000.00,good
Pecan Hill,2,1100,2,225000.00,good
Pecos,2,1200,2,225000.00,good
Pelican Bay,2,1300,2,300000.00,good
Peñitas,2,1400,2,150000.00,good
Perryton,2,1500,2,150000.00,good
Petersburg,2,1100,2,300000.00,good
Petrolia,2,1200,2,150000.00,good
Petronila,2,1300,2,150000.00,good
Pflugerville,2,1400,2,150000.00,good
Pharr,2,1500,2,150000.00,good
Pilot Point,2,1100,2,150000.00,good
Pine Forest,2,1200,2,150000.00,good
Pinehurst,2,1300,2,225000.00,good
Pineland,2,1400,2,450000.00,good
Piney Point Village,2,1500,2,150000.00,good
Pittsburg,2,1100,2,225000.00,good
Plainview,2,1200,2,150000.00,good
Plano,2,1300,2,150000.00,good
Plantersville,2,1400,2,225000.00,good
Pleasanton,2,1500,2,225000.00,good
Plum Grove,2,1100,2,150000.00,good
Point,2,1200,2,150000.00,good
Point Blank,2,1300,2,150000.00,good
Point Comfort,2,1400,2,150000.00,good
Port Aransas,2,1500,2,150000.00,good
Port Arthur,2,1100,2,300000.00,good
Port Isabel,2,1200,2,300000.00,good
Port Lavaca,2,1300,2,225000.00,good
Port Neches,2,1400,2,150000.00,good
Portland,2,1500,2,150000.00,good
Post,2,1100,2,150000.00,good
Poteet,2,1200,2,150000.00,Normal
Prairie View,2,1300,2,150000.00,Normal
Premont,2,1400,2,450000.00,old
Presidio,2,1500,2,300000.00,good
Princeton,2,1100,2,150000.00,good
Progreso,2,1200,2,150000.00,old
Progreso Lakes,2,1300,2,150000.00,Normal
Quanah,2,1400,2,225000.00,Normal
Queen City,2,1500,2,300000.00,good
Quinlan,2,1100,2,375000.00,good
Quitaque,2,1200,2,150000.00,good
Quitman,2,1300,2,300000.00,good
Ralls,2,1400,2,225000.00,good
Ranger,2,1500,2,225000.00,good
Rankin,2,1100,2,225000.00,good
Ravenna,2,1200,2,225000.00,good
Raymondville,2,1300,2,300000.00,good
Red Lick,2,1400,2,150000.00,good
Red Oak,2,1500,2,225000.00,good
Redwater,2,1100,2,150000.00,good
Reklaw,2,1200,2,225000.00,good
Reno,2,1300,2,225000.00,good
Reno,2,1400,2,225000.00,good
Rhome,2,1500,2,150000.00,good
Rice,2,1100,2,300000.00,good
Richardson,2,1200,2,225000.00,good
Richland Hills,2,1300,2,150000.00,good
Richmond,2,1400,2,225000.00,good
Richwood,2,1500,2,210000.00,good
Riesel,2,1100,2,195000.00,good
Rio Bravo,2,1200,2,255000.00,good
Rio Grande City,2,1300,2,285000.00,good
Rio Hondo,2,1400,2,229800.00,good
Rio Vista,2,1500,2,165750.00,good
River Oaks,2,1100,2,274800.00,good
Riverside,2,1200,2,234150.00,good
Roanoke,2,1300,2,159000.00,good
Robert Lee,2,1400,2,295800.00,good
Robinson,2,1500,2,295800.00,good
Robstown,2,1100,2,112800.00,good
Roby,2,1200,2,255000.00,good
Rockdale,2,1300,2,298500.00,good
Rockport,2,1400,2,225000.00,good
Rockwall,2,1500,2,225000.00,good
Rollingwood,2,1100,2,300000.00,good
Roma,2,1200,2,375000.00,good
Roman Forest,2,1300,2,450000.00,good
Ropesville,2,1400,2,300000.00,good
Roscoe,2,1500,2,150000.00,good
Rose City,2,1100,2,375000.00,good
Rose Hill Acres,2,1200,2,450000.00,good
Rosebud,2,1300,2,450000.00,good
Rosenberg,2,1400,2,150000.00,good
Ross,2,1500,2,150000.00,good
Rotan,2,1100,2,300000.00,good
Round Rock,2,1200,2,300000.00,Normal
Rowlett,2,1300,2,375000.00,Normal
Roxton,2,1400,2,375000.00,old
Royse City,2,1500,2,225000.00,good
Runaway Bay,2,1100,2,225000.00,good
Rusk,2,1200,2,300000.00,old
Sabinal,2,1300,2,225000.00,Normal
Sachse,2,1400,2,225000.00,Normal
Sadler,2,1500,2,225000.00,good
Saginaw,2,1100,2,225000.00,good
San Angelo,2,1200,2,300000.00,good
San Antonio,2,1300,2,150000.00,good
San Augustine,2,1400,2,225000.00,good
San Benito,2,1500,2,150000.00,good
San Diego,2,1100,2,225000.00,good
San Elizario,2,1200,2,93840.00,good
San Juan,2,1300,2,225000.00,good
San Marcos,2,1400,2,356190.00,good
San Patricio,2,1500,2,150000.00,good
San Perlita,2,1100,2,420000.00,good
San Saba,2,1200,2,225000.00,good
Sandy Oaks,2,1300,2,225000.00,good
Sandy Point,2,1400,2,225000.00,good
Sanger,2,1500,2,225000.00,good
Sansom Park,2,1100,2,225000.00,good
Santa Clara,2,1200,2,225000.00,good
Santa Fe,2,1300,2,225000.00,good
Savoy,2,1400,2,225000.00,good
Schertz,2,1500,2,225000.00,good
Schulenburg,2,1100,2,366202.50,good
Scotland,2,1200,2,225000.00,good
Scottsville,2,1300,2,225000.00,good
Seabrook,2,1400,2,225000.00,good
Seadrift,2,1500,2,444183.00,good
Seagoville,2,1100,2,225000.00,good
Seagraves,2,1200,2,150000.00,good
Sealy,2,1300,2,225000.00,good
Seguin,2,1400,2,225000.00,good
Selma,2,1500,2,225000.00,good
Seminole,2,1100,2,225000.00,good
Seven Oaks,2,1200,2,225000.00,good
Seven Points,2,1300,2,225000.00,good
Seymour,2,1400,2,225000.00,good
Shallowater,2,1500,2,225000.00,good
Shamrock,2,1100,2,225000.00,good
Shavano Park,2,1200,2,225000.00,good
Shenandoah,2,1300,2,225000.00,good
Shepherd,2,1400,2,225000.00,good
Sherman,2,1500,2,225000.00,good
Shiner,2,1100,2,225000.00,good
Shoreacres,2,1200,2,225000.00,good
Silsbee,2,1300,2,509794.50,good
Silverton,2,1400,2,225000.00,good
Simonton,2,1500,2,225000.00,good
Sinton,2,1100,2,225000.00,good
Slaton,2,1200,2,450000.00,Normal
Smiley,2,1300,2,225000.00,Normal
Smithville,2,1400,2,450000.00,old
Snook,2,1500,2,225000.00,good
Snyder,2,1100,2,225000.00,good
Socorro,2,1200,2,225000.00,old
Somerset,2,1300,2,225000.00,Normal
Somerville,2,1400,2,225000.00,Normal
Sonora,2,1500,2,225000.00,good
Sour Lake,2,1100,2,225000.00,good
South Frydek,2,1200,2,225000.00,good
South Houston,2,1300,2,225000.00,good
Southlake,2,1400,2,225000.00,good
Southmayd,2,1500,2,225000.00,good
Southside Place,2,1100,2,225000.00,good
Spearman,2,1200,2,225000.00,good
Splendora,2,1300,2,225000.00,good
Spofford,2,1400,2,441987.00,good
Spring Branch,2,1500,2,225000.00,good
Spring Valley Village,2,1100,2,225000.00,good
Springtown,2,1200,2,150000.00,good
Spur,2,1300,2,225000.00,good
St. Jo,2,1400,2,150000.00,good
Stafford,2,1500,2,225000.00,good
Stamford,2,1100,2,225000.00,good
Stanton,2,1200,2,225000.00,good
Staples,2,1300,2,225000.00,good
Star Harbor,2,1400,2,225000.00,good
Stephenville,2,1500,2,225000.00,good
Sterling City,2,1100,2,225000.00,good
Stinnett,2,1200,2,225000.00,good
Stockdale,2,1300,2,225000.00,good
Stockton Bend,2,1400,2,225000.00,good
Stratford,2,1500,2,150000.00,good
Strawn,2,1100,2,225000.00,good
Sudan,2,1200,2,225000.00,good
Sugar Land,2,1300,2,225000.00,good
Sullivan City,2,1400,2,150000.00,good
Sulphur Springs,2,1500,2,225000.00,good
Sun Valley,2,1100,2,150000.00,good
Sundown,2,1200,2,225000.00,good
Sunray,2,1300,2,225000.00,good
Sunrise Beach Village,2,1400,2,225000.00,good
Sunset Valley,2,1500,2,225000.00,good
Surfside Beach,2,1100,2,225000.00,good
Sweeny,2,1200,2,450000.00,good
Sweetwater,2,1300,2,150000.00,good
Taft,2,1400,2,150000.00,good
Tahoka,2,1500,2,450000.00,good
Talco,2,1100,2,150000.00,good
Tatum,2,1200,2,150000.00,good
Taylor,2,1300,2,150000.00,good
Taylor Lake Village,2,1400,2,225000.00,good
Taylor Landing,2,1500,2,98880.00,good
Teague,2,1100,2,225000.00,good
Temple,2,1200,2,225000.00,Normal
Terrell,2,1300,2,225000.00,Normal
Terrell Hills,2,1400,2,150000.00,old
Texarkana,2,1500,2,225000.00,good
Texas City,2,1100,2,225000.00,good
Texhoma,2,1200,2,225000.00,old
The Colony,2,1300,2,225000.00,Normal
Thorndale,2,1400,2,225000.00,Normal
Thrall,2,1500,2,150000.00,good
Three Rivers,2,1100,2,225000.00,good
Timpson,2,1200,2,225000.00,good
Toco,2,1300,2,150000.00,good
Todd Mission,2,1400,2,300000.00,good
Tolar,2,1500,2,225000.00,good
Tom Bean,2,1100,2,150000.00,good
Tomball,2,1200,2,225000.00,good
Tool,2,1300,2,150000.00,good
Trenton,2,1400,2,225000.00,good
Trinidad,2,1500,2,225000.00,good
Trinity,2,1100,2,225000.00,good
Troup,2,1200,2,150000.00,good
Troy,2,1300,2,300000.00,good
Tulia,2,1400,2,150000.00,good
Turkey,2,1500,2,300000.00,good
Tuscola,2,1100,2,150000.00,good
Tye,2,1200,2,300000.00,good
Tyler,2,1300,2,225000.00,good
Uhland,2,1400,2,150000.00,good
Uncertain,2,1500,2,150000.00,good
Union Grove,2,1100,2,225000.00,good
Union Valley,2,1200,2,300000.00,good
Universal City,2,1300,2,150000.00,good
University Park,2,1400,2,150000.00,good
Uvalde,2,1500,2,150000.00,good
Valley Mills,2,1100,2,225000.00,good
Valley View,2,1200,2,225000.00,good
Van,2,1300,2,150000.00,good
Van Alstyne,2,1400,2,225000.00,good
Vega,2,1500,2,300000.00,good
Venus,2,1100,2,150000.00,good
Vernon,2,1200,2,150000.00,good
Victoria,2,1300,2,225000.00,good
Vidor,2,1400,2,225000.00,good
Von Ormy,2,1500,2,225000.00,good
Waco,2,1100,2,300000.00,good
Waelder,2,1200,2,150000.00,good
Wake Village,2,1300,2,225000.00,good
Waller,2,1400,2,225000.00,good
Wallis,2,1500,2,300000.00,good
Walnut Springs,2,1100,2,150000.00,good
Warren City,2,1200,2,150000.00,good
Waskom,2,1300,2,300000.00,good
Watauga,2,1400,2,150000.00,good
Waxahachie,2,1500,2,150000.00,good
Weatherford,2,1100,2,150000.00,good
Webster,2,1200,2,150000.00,Normal
Weimar,2,1300,2,150000.00,Normal
Weinert,2,1400,2,150000.00,old
Weir,2,1500,2,225000.00,good
Wellington,2,1100,2,450000.00,good
Wellman,2,1200,2,150000.00,old
Weslaco,2,1300,2,225000.00,Normal
West,2,1400,2,150000.00,Normal
West Columbia,2,1500,2,150000.00,good
West Lake Hills,2,1100,2,225000.00,good
West Orange,2,1200,2,225000.00,good
West Tawakoni,2,1300,2,150000.00,good
West University Place,2,1400,2,150000.00,good
Westbrook,2,1500,2,150000.00,good
Weston,2,1100,2,150000.00,good
Weston Lakes,2,1200,2,150000.00,good
Westworth Village,2,1300,2,300000.00,good
Wharton,2,1400,2,300000.00,good
Wheeler,2,1500,2,225000.00,good
White Oak,2,1100,2,150000.00,good
White Settlement,2,1200,2,150000.00,good
Whitehouse,2,1300,2,150000.00,good
Whitesboro,2,1400,2,150000.00,good
Wichita Falls,2,1500,2,150000.00,good
Willis,2,1100,2,450000.00,good
Willow Park,2,1200,2,300000.00,good
Wills Point,2,1300,2,150000.00,good
Wilmer,2,1400,2,150000.00,good
Wilson,2,1500,2,150000.00,good
Wimberley,2,1100,2,225000.00,good
Windcrest,2,1200,2,300000.00,good
Winfield,2,1300,2,375000.00,good
Wink,2,1400,2,150000.00,good
Winnsboro,2,1500,2,300000.00,good
Winters,2,1300,2,225000.00,good
Wixon Valley,2,1400,2,225000.00,good
Wolfe City,2,1500,2,225000.00,good
Wolfforth,2,1100,2,225000.00,good
Woodbranch,2,1200,2,300000.00,good
Woodcreek,2,1300,2,150000.00,good
Woodway,2,1400,2,225000.00,good
Wylie,2,1500,2,150000.00,good
Yoakum,2,1300,2,225000.00,good
Yorktown,2,1400,2,225000.00,good
Zavalla,2,1500,2,225000.00,good
Alba,3,1600,3,324784.00,good
Alma,3,1700,3,234260.00,good
Alto,3,1800,3,388384.00,good
Alvord,3,1600,3,330932.00,good
Annetta,3,1700,3,224720.00,good
Annetta North,3,1800,3,418064.00,good
Annetta South,3,1600,3,418064.00,good
Annona,3,1700,3,159424.00,good
Anthony,3,1800,3,360400.00,good
Aspermont,3,1600,3,421880.00,good
Avery,3,1700,3,318000.00,Normal
Avinger,3,1800,3,318000.00,Normal
Bartonville,3,1600,3,424000.00,old
Bayside,3,1700,3,530000.00,good
Bayview,3,1800,3,636000.00,good
Bells,3,1600,3,424000.00,old
Berryville,3,1700,3,212000.00,Normal
Big Sandy,3,1800,3,530000.00,Normal
Bishop Hills,3,1600,3,636000.00,good
Blanket,3,1700,3,636000.00,good
Bloomburg,3,1800,3,212000.00,good
Blooming Grove,3,1600,3,212000.00,good
Blum,3,1700,3,424000.00,good
Booker,3,1800,3,424000.00,good
Boyd,3,1600,3,530000.00,good
Broaddus,3,1700,3,530000.00,good
Bronte,3,1800,3,318000.00,good
Buckholts,3,1600,3,318000.00,good
Buffalo Gap,3,1700,3,424000.00,good
Bullard,3,1800,3,318000.00,good
Bynum,3,1600,3,318000.00,good
Caney City,3,1700,3,318000.00,good
Carbon,3,1800,3,318000.00,good
Carl's Corner,3,1600,3,424000.00,good
Chester,3,1700,3,212000.00,good
China Grove,3,1800,3,318000.00,good
Christine,3,1600,3,212000.00,good
Clint,3,1700,3,318000.00,good
Coahoma,3,1800,3,132627.20,good
Coffee City,3,1600,3,318000.00,good
Collinsville,3,1700,3,503415.20,good
Combes,3,1800,3,212000.00,good
Como,3,1600,3,593600.00,good
Coolidge,3,1700,3,318000.00,good
Copper Canyon,3,1800,3,318000.00,good
Corrigan,3,1600,3,318000.00,good
Crawford,3,1700,3,318000.00,good
Cross Plains,3,1800,3,318000.00,good
Cross Roads,3,1600,3,318000.00,good
Cross Timber,3,1700,3,318000.00,good
Cuney,3,1800,3,318000.00,good
Darrouzett,3,1600,3,318000.00,good
Dawson,3,1700,3,517566.20,good
Dennis,3,1800,3,318000.00,good
Denver City,3,1600,3,318000.00,good
Detroit,3,1700,3,318000.00,good
DISH,3,1800,3,627778.64,good
Dodd City,3,1600,3,318000.00,good
Dodson,3,1700,3,212000.00,good
Domino,3,1800,3,318000.00,good
Double Oak,3,1600,3,318000.00,good
Douglassville,3,1700,3,318000.00,good
Draper,3,1800,3,318000.00,good
Edgecliff Village,3,1600,3,318000.00,good
Edgewood,3,1700,3,318000.00,good
Edmonson,3,1800,3,318000.00,Normal
Elkhart,3,1600,3,318000.00,Normal
Emhouse,3,1700,3,318000.00,old
Enchanted Oaks,3,1800,3,318000.00,good
Estelline,3,1600,3,318000.00,good
Evant,3,1700,3,318000.00,old
Fairview,3,1800,3,318000.00,Normal
Flatonia,3,1600,3,318000.00,Normal
Flower Mound,3,1700,3,318000.00,good
Frankston,3,1800,3,720509.56,good
Fulton,3,1600,3,318000.00,good
Garrett,3,1700,3,318000.00,good
Grandfalls,3,1800,3,318000.00,good
Groom,3,1600,3,636000.00,good
Gustine,3,1700,3,318000.00,good
Hackberry,3,1800,3,636000.00,good
Happy,3,1600,3,318000.00,good
Hebron,3,1700,3,318000.00,good
Hickory Creek,3,1800,3,318000.00,good
Highland Park,3,1600,3,318000.00,good
Holiday Lakes,3,1700,3,318000.00,good
Holland,3,1800,3,318000.00,good
Hollywood Park,3,1600,3,318000.00,good
Howe,3,1700,3,318000.00,good
Impact,3,1800,3,318000.00,good
Indian Lake,3,1600,3,318000.00,good
Italy,3,1700,3,318000.00,good
Kenefick,3,1800,3,318000.00,good
Kirvin,3,1600,3,318000.00,good
Kosse,3,1700,3,318000.00,good
Kurten,3,1800,3,624674.96,good
Ladonia,3,1600,3,318000.00,good
Laguna Vista,3,1700,3,318000.00,good
Lake City,3,1800,3,212000.00,good
Lakeside,3,1600,3,318000.00,good
Lakeside,3,1700,3,212000.00,good
Lakeside City,3,1800,3,318000.00,good
Lakeview,3,1600,3,318000.00,good
Lawn,3,1700,3,318000.00,good
Lefors,3,1800,3,318000.00,good
Lexington,3,1600,3,318000.00,good
Livingston,3,1700,3,318000.00,good
Lockney,3,1800,3,318000.00,good
Loraine,3,1600,3,318000.00,good
Los Indios,3,1700,3,318000.00,good
Mabank,3,1800,3,318000.00,good
Malone,3,1600,3,212000.00,good
Marietta,3,1700,3,318000.00,good
Matador,3,1800,3,318000.00,good
McLean,3,1600,3,318000.00,good
Meadow,3,1700,3,212000.00,good
Megargel,3,1800,3,318000.00,good
Melvin,3,1600,3,212000.00,good
Merkel,3,1700,3,318000.00,good
Mertens,3,1800,3,318000.00,good
Mildred,3,1600,3,318000.00,Normal
Milford,3,1700,3,318000.00,Normal
Miller's Cove,3,1800,3,318000.00,old
Millsap,3,1600,3,636000.00,good
Moulton,3,1700,3,212000.00,good
Mount Vernon,3,1800,3,212000.00,old
Mullin,3,1600,3,636000.00,Normal
Mustang,3,1700,3,212000.00,Normal
Navarro,3,1800,3,212000.00,good
New Deal,3,1600,3,212000.00,good
New Hope,3,1700,3,318000.00,good
Neylandville,3,1800,3,139750.40,good
Normangee,3,1600,3,318000.00,good
Northlake,3,1700,3,318000.00,good
Oak Grove,3,1800,3,318000.00,good
Oak Ridge,3,1600,3,212000.00,good
Oak Ridge,3,1700,3,318000.00,good
Oak Valley,3,1800,3,318000.00,good
Oakwood,3,1600,3,318000.00,good
Opdyke West,3,1700,3,318000.00,good
Paducah,3,1800,3,318000.00,good
Paint Rock,3,1600,3,212000.00,good
Palmer,3,1700,3,318000.00,good
Panhandle,3,1800,3,318000.00,good
Pantego,3,1600,3,212000.00,good
Payne Springs,3,1700,3,424000.00,good
Peaster,3,1800,3,318000.00,good
Penelope,3,1600,3,212000.00,good
Pine Island,3,1700,3,318000.00,good
Plains,3,1800,3,212000.00,good
Pleasant Valley,3,1600,3,318000.00,good
Poetry,3,1700,3,318000.00,good
Ponder,3,1800,3,318000.00,good
Post Oak Bend City,3,1600,3,212000.00,good
Poth,3,1700,3,424000.00,good
Pottsboro,3,1800,3,212000.00,good
Powell,3,1600,3,424000.00,good
Poynor,3,1700,3,212000.00,good
Primera,3,1800,3,424000.00,good
Prosper,3,1600,3,318000.00,good
Providence Village,3,1700,3,212000.00,good
Putnam,3,1800,3,212000.00,good
Pyote,3,1600,3,318000.00,good
Quintana,3,1700,3,424000.00,good
Rancho Viejo,3,1800,3,212000.00,good
Ransom Canyon,3,1600,3,212000.00,good
Refugio,3,1700,3,212000.00,good
Retreat,3,1800,3,318000.00,good
Richland,3,1600,3,318000.00,good
Richland Springs,3,1700,3,212000.00,good
Rising Star,3,1800,3,318000.00,good
Road Runner,3,1600,3,424000.00,good
Roaring Springs,3,1700,3,212000.00,good
Rochester,3,1800,3,212000.00,good
Rocksprings,3,1600,3,318000.00,good
Rocky Mound,3,1700,3,318000.00,Normal
Rogers,3,1800,3,318000.00,Normal
Round Mountain,3,1600,3,424000.00,old
Round Top,3,1700,3,212000.00,good
Rule,3,1800,3,318000.00,good
Runge,3,1600,3,318000.00,old
San Felipe,3,1700,3,424000.00,Normal
Sanctuary,3,1800,3,212000.00,Normal
Sanford,3,1600,3,212000.00,good
Santa Anna,3,1700,3,424000.00,good
Santa Rosa,3,1800,3,212000.00,good
Scurry,3,1600,3,212000.00,good
Shady Shores,3,1700,3,212000.00,good
Skellytown,3,1800,3,212000.00,good
Smyer,3,1600,3,212000.00,good
South Mountain,3,1700,3,212000.00,good
South Padre Island,3,1800,3,318000.00,good
Springlake,3,1600,3,636000.00,good
St. Hedwig,3,1700,3,212000.00,good
St. Paul,3,1800,3,318000.00,good
Stagecoach,3,1600,3,212000.00,good
Streetman,3,1700,3,212000.00,good
Sunnyvale,3,1800,3,318000.00,good
Talty,3,1600,3,318000.00,good
Tehuacana,3,1700,3,212000.00,good
Tenaha,3,1800,3,212000.00,good
Texline,3,1600,3,212000.00,good
Thompsons,3,1700,3,212000.00,good
Thornton,3,1800,3,212000.00,good
Thorntonville,3,1600,3,424000.00,good
Throckmorton,3,1700,3,424000.00,good
Tioga,3,1800,3,318000.00,good
Tira,3,1600,3,212000.00,good
Toyah,3,1700,3,212000.00,good
Trent,3,1800,3,212000.00,good
Trophy Club,3,1600,3,212000.00,good
Valentine,3,1700,3,212000.00,good
Van Horn,3,1800,3,636000.00,good
Wells,3,1600,3,424000.00,good
Westlake,3,1700,3,212000.00,good
Westover Hills,3,1800,3,212000.00,good
White Deer,3,1600,3,212000.00,good
Whiteface,3,1700,3,318000.00,good
Whitewright,3,1800,3,424000.00,good
Whitney,3,1600,3,530000.00,good
Wickett,3,1700,3,212000.00,good
Windom,3,1800,3,424000.00,good
Windthorst,3,1600,3,318000.00,good
Winona,3,1700,3,318000.00,good
Woodloch,3,1800,3,318000.00,good
Woodsboro,3,1600,3,318000.00,good
Woodson,3,1700,3,424000.00,good
Woodville,3,1800,3,212000.00,good
Wortham,3,1600,3,318000.00,good
Yantis,3,1700,3,212000.00,good
Abbott,3,1800,3,318000.00,Normal
Abernathy,3,1600,3,318000.00,Normal
Abilene,3,1700,3,318000.00,old
Ackerly,3,1800,3,212000.00,good
Adrian,3,1600,3,424000.00,good
Agua Dulce,3,1700,3,318000.00,old
Alamo,3,1800,3,212000.00,Normal
Alamo Heights,3,1600,3,318000.00,Normal
Albany,3,1700,3,296800.00,good
Aledo,3,1800,3,275600.00,good
Alice,3,1600,3,360400.00,good
Allen,3,1700,3,402800.00,good
Alpine,3,1800,3,324784.00,good
Alton,3,1600,3,234260.00,good
Alvarado,3,1700,3,388384.00,good
Alvin,3,1800,3,330932.00,good
Amarillo,3,1600,3,224720.00,good
Ames,3,1700,3,418064.00,good
Amherst,3,1800,3,418064.00,good
Anahuac,3,1600,3,159424.00,good
Anderson,3,1700,3,360400.00,good
Andrews,3,1800,3,421880.00,good
Angleton,3,1600,3,318000.00,good
Angus,3,1700,3,318000.00,good
Anna,3,1800,3,424000.00,good
Anson,3,1600,3,530000.00,good
Anton,3,1700,3,636000.00,good
Appleby,3,1800,3,424000.00,good
Aquilla,3,1600,3,212000.00,good
Aransas Pass,3,1700,3,530000.00,good
Archer City,3,1800,3,636000.00,good
Arcola,3,1600,3,636000.00,good
Argyle,3,1700,3,212000.00,good
Arlington,3,1800,3,212000.00,good
Arp,3,1600,3,424000.00,good
Asherton,3,1700,3,424000.00,good
Athens,3,1800,3,530000.00,good
Atlanta,3,1600,3,530000.00,good
Aubrey,3,1700,3,318000.00,good
Aurora,3,1800,3,318000.00,good
Austin,3,1600,3,424000.00,good
Austwell,3,1700,3,318000.00,good
Azle,3,1800,3,318000.00,good
Bailey,3,1600,3,318000.00,good
Baird,3,1700,3,318000.00,good
Balch Springs,3,1800,3,424000.00,good
Balcones Heights,3,1600,3,212000.00,good
Ballinger,3,1700,3,318000.00,good
Balmorhea,3,1800,3,212000.00,good
Bandera,3,1600,3,318000.00,good
Bangs,3,1700,3,132627.20,good
